keyword,keyword sv,Keywords (in the same cluster),Avg Search Volume,Total_Search_Volume,relevance_score,Chewy_URL,product_count,CTR
dog cleaning supplies,170,dog cleaning supplies,170,170,7.104995738,,1830,
dog ice cream cone,170,dog ice cream cone,170,170,3.477764361,"https://www.chewy.com/star-wars-galactic-empire-ice-cream/dp/257290, https://www.chewy.com/pooch-creamery-peanut-butter-flavor/dp/171820, https://www.chewy.com/frisco-ice-cream-sandwich-ice-cream/dp/240413",10,0
dog wedding gifts,170,dog wedding gifts,170,170,3.665753433,,12,
ferret grooming,170,ferret grooming,170,170,7.372319902,"https://www.chewy.com/marshall-no-tears-formula-aloe-vera/dp/122465, https://www.chewy.com/prevue-pet-products-feisty-ferret/dp/133473, https://www.chewy.com/marshall-goodbye-body-waste-odor/dp/122517, https://www.chewy.com/marshall-ferret-litter-pan-color/dp/128778, https://www.chewy.com/marshall-harness-lead-ferret-leash/dp/128806, https://www.chewy.com/ware-groom-n-kit-small-animals/dp/128628, https://www.chewy.com/carefresh-rabbit-ferret-litter/dp/271182, https://www.chewy.com/kaytee-deluxe-multi-level-ferret-home/dp/188985, https://www.chewy.com/marshall-hanging-nap-sack-ferret/dp/128791",216,0
free cat supplies,170,"free cat supplies, cat supplies for free","170.0, 10.0",180,7.378534375,https://www.chewy.com/b/cat-325,4154,0.211538462
frozen snake food,170,frozen snake food,170,170,0.807932227,"https://www.chewy.com/b/food-1030, https://www.chewy.com/f/frozen-reptile-food_c1026_f2v64309, https://www.chewy.com/micedirect-frozen-mice-rat-feeders/dp/334945, https://www.chewy.com/micedirect-frozen-mice-feeders-snake/dp/283285, https://www.chewy.com/micedirect-frozen-mice-rat-feeders/dp/334996",16,0.315789474
grooming rats,170,"grooming rats, rat grooming, cat grooming rat, pet rat grooming, rat grooming behavior, rat over grooming","170.0, 170.0, 10.0, 10.0, 10.0, 10.0",380,6.436063523,,175,
horse riding supplies,170,"horse riding supplies, equine horse supplies","170.0, 10.0",180,5.671774404,,113,
krill fish food,170,krill fish food,170,170,8.444177978,"https://www.chewy.com/amzey-jumbo-krill-fish-food/dp/262108, https://www.chewy.com/northfin-krill-pro-6-mm-sinking/dp/335628, https://www.chewy.com/northfin-krill-pro-2-mm-sinking/dp/335623, https://www.chewy.com/northfin-krill-pro-1-mm-sinking/dp/335617, https://www.chewy.com/san-francisco-bay-brand-freeze-dried/dp/337717, https://www.chewy.com/fluval-norwegian-krill-color/dp/124229",130,0
lemon catnip,170,"lemon catnip, catnip lemongrass","170.0, 40.0",210,1.710929378,https://www.chewy.com/meowijuana-happy-grass-lemongrass/dp/372388,6,
long lasting dog toys,170,"long lasting dog toys, long lasting dog chew toys","170.0, 110.0",280,5.258150484,"https://www.chewy.com/b/chew-toys-316, https://www.chewy.com/jw-pet-isqueak-funble-football-dog/dp/55962, https://www.chewy.com/kong-ring-dog-toy/dp/177279, https://www.chewy.com/petstages-dogwood-tough-dog-chew-toy/dp/46950, https://www.chewy.com/petstages-dogwood-tough-dog-chew-toy/dp/46950",26,0.083333333
mealworms protein,170,"mealworms protein, organic mealworms","170.0, 50.0",220,7.182626569,https://www.chewy.com/kaytee-meal-worm-wild-bird-food/dp/130989,35,0
puppy crate time,170,puppy crate time,170,170,4.863230813,,47,
rabbit cage 2 story,170,rabbit cage 2 story,170,170,2.210125135,https://www.chewy.com/trixie-natura-retreat-rabbit-hutch/dp/248293,6,0
rat pet supplies,170,rat pet supplies,170,170,7.406222591,,191,
revival dog supplies,170,revival dog supplies,170,170,2.036018099,,8,
tilapia fish food,170,"tilapia fish food, tilapia fish vitamins","170.0, 10.0",180,4.872606773,,19,
winter paddock boots,170,"winter paddock boots, english paddock boots, paddock boots horse, black paddock boots, zip paddock boots, winter paddock riding boots","170.0, 140.0, 70.0, 50.0, 40.0, 20.0",490,3.578327955,"https://www.chewy.com/horze-equestrian-wexford-paddock/dp/281512, https://www.chewy.com/huntley-equestrian-womens-premium/dp/349543, https://www.chewy.com/horze-equestrian-wexford-paddock/dp/281512",9,
12 horse feed,140,"12 horse feed, 10-10-10 horse feed, 12 cattle feed","140.0, 90.0, 30.0",260,5.790697414,,65,
3 ingredient dog treats no peanut butter,140,"3 ingredient dog treats no peanut butter, 3 ingredient dog treats no oats, carrot dog treats no peanut butter, oat and apple dog treats, peanut butter dog treats 3 ingredients","140.0, 40.0, 20.0, 10.0, 10.0",220,3.429540685,,12,
aquarium vacuum siphon,140,"aquarium vacuum siphon, aquarium gravel siphon","140.0, 20.0",160,3.085524503,https://www.chewy.com/aqueon-siphon-vacuum-aquarium-gravel/dp/191253,7,
bed mouse pad,140,"bed mouse pad, mouse bed for cats, mouse for bed","140.0, 50.0, 10.0",200,5.351146443,,36,
bird food block,140,bird food block,140,140,3.620611572,,11,
bird food millet,140,"bird food millet, wild bird food millet, wild bird seed millet","140.0, 10.0, 10.0",160,8.514253734,"https://www.chewy.com/higgins-spray-millet-bird-treats/dp/267920, https://www.chewy.com/wagners-classic-wild-bird-food/dp/124494, https://www.chewy.com/browns-tropical-carnival-mini-spray/dp/124647, https://www.chewy.com/kaytee-natural-spray-millet-bird/dp/122917",290,0
black dog tech,140,black dog tech,140,140,4.787037137,,238,
blue dog supplies,140,blue dog supplies,140,140,5.679416878,,5975,
catnip oil for cats,140,catnip oil for cats,140,140,7.784397108,,34,
ceramic filter media,140,ceramic filter media,140,140,4.243504435,https://www.chewy.com/marineland-c-series-canister-ceramic/dp/125896,20,0
chicken feed for winter,140,chicken feed for winter,140,140,6.767735678,,67,
cute dog supplies,140,cute dog supplies,140,140,4.224323138,,16,
des dog medication,140,des dog medication,140,140,4.238685392,,16,
devil dog shirts,140,"devil dog shirts, devil dog clothing","140.0, 50.0",190,1.954906362,,5,
dog clothing storage,140,dog clothing storage,140,140,7.247254777,,38,
dog dressed as lion,140,dog dressed as lion,140,140,2.639754259,"https://www.chewy.com/frisco-lion-mane-dog-cat-costume/dp/185466, https://www.chewy.com/frisco-lion-mane-dog-cat-costume/dp/185468, https://www.chewy.com/pet-krewe-big-dog-lion-mane/dp/148120",10,0.019230769
dog food kitchen,140,dog food kitchen,140,140,7.950605282,https://www.chewy.com/honest-kitchen-grain-free-beef-whole/dp/177091,274,0
dog leash elevator,140,dog leash elevator,140,140,4.750504098,,48,
dog not eating dog food,140,dog not eating dog food,140,140,5.278773076,,23,
dog playpen with door,140,dog playpen with door,140,140,6.493322299,"https://www.chewy.com/iris-6-panel-plastic-exercise-dog/dp/231868, https://www.chewy.com/frisco-8-panel-plastic-exercise-dog/dp/271031, https://www.chewy.com/iris-exercise-dog-playpen-door/dp/208872, https://www.chewy.com/frisco-wire-small-pet-playpen-door-29/dp/326556, https://www.chewy.com/elitefield-2-door-soft-sided-dog-cat/dp/157535, https://www.chewy.com/frisco-8-panel-plastic-exercise-dog/dp/266182, https://www.chewy.com/iris-nylon-mesh-security-roof-4-panel/dp/50399, https://www.chewy.com/b/pens-accessories-1468, https://www.chewy.com/iris-4-panel-plastic-exercise-dog/dp/143658, https://www.chewy.com/iris-4-panel-plastic-exercise-dog/dp/50391, https://www.chewy.com/iris-8-panel-plastic-exercise-dog/dp/50401, https://www.chewy.com/frisco-wire-dog-small-pet-exercise/dp/125042, https://www.chewy.com/midwest-wire-dog-exercise-pen-step/dp/45381?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=MidWest&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/iris-4-panel-plastic-exercise-dog/dp/183628, https://www.chewy.com/iris-8-panel-plastic-exercise-dog/dp/133339, https://www.chewy.com/frisco-wire-dog-small-pet-exercise/dp/125048, https://www.chewy.com/frisco-4-panel-plastic-exercise-dog/dp/266180, https://www.chewy.com/frisco-4-panel-plastic-exercise-dog/dp/271030, https://www.chewy.com/iris-4-panel-plastic-exercise-dog/dp/50393",29,0.079365079
english saddle tree,140,english saddle tree,140,140,1.259302535,,5,
fever medicine for cats,140,"fever medicine for cats, medicine for cats fever, catnip fever cat treats","140.0, 140.0, 10.0",290,1.91163688,,5,
free dog harnesses,140,free dog harnesses,140,140,6.585539366,,422,
fresh dog food refrigerated,140,fresh dog food refrigerated,140,140,1.891417054,"https://www.chewy.com/justfoodfordogs-venison-squash-recipe/dp/394319, https://www.chewy.com/freshpet-vital-fresh-cuts-chicken/dp/519054, https://www.chewy.com/justfoodfordogs-balanced-remedy/dp/394327, https://www.chewy.com/freshpet-vital-chicken-recipe-fresh/dp/519150, https://www.chewy.com/justfoodfordogs-chicken-white-rice/dp/394299, https://www.chewy.com/justfoodfordogs-lamb-brown-rice/dp/394315",8,0
grain-free dog food with taurine,140,grain-free dog food with taurine,140,140,8.119261085,,620,
hamster grooming,140,"hamster grooming, hamster over grooming","140.0, 10.0",150,7.356417228,,194,
high protein fish food,140,"high protein fish food, high protein goldfish food, 50 protein fish food, goldfish food high protein, high protein tropical fish food","140.0, 20.0, 10.0, 10.0, 10.0",190,7.692125763,,813,
horse hay bale feeder,140,"horse hay bale feeder, plastic horse hay feeder","140.0, 30.0",170,3.046191596,,8,
horse shampoo for dogs,140,horse shampoo for dogs,140,140,9.327798744,"https://www.chewy.com/davis-miconazole-dog-cat-shampoo/dp/152856, https://www.chewy.com/dermallay-oatmeal-shampoo-dogs-cats/dp/126810, https://www.chewy.com/lovely-fresh-i-love-my-dog-aloe-vera/dp/141501, https://www.chewy.com/trizchlor-4-shampoo-dogs-cats-horses/dp/110826, https://www.chewy.com/app/product-questions/141292, https://www.chewy.com/burts-bees-papaya-awaphui-dog-shampoo/dp/316822, https://www.chewy.com/burts-bees-lavender-pear-dog-shampoo/dp/374411, https://www.chewy.com/four-paws-magic-coat-gentle-tearless/dp/106877, https://www.chewy.com/four-paws-magic-coat-medicated/dp/40634?id=40634, https://www.chewy.com/farnam-green-spot-out-spray-on-dry/dp/229093, https://www.chewy.com/mane-n-tail-pet-shampoo/dp/141292, https://www.chewy.com/natural-chemistry-natural-oatmeal/dp/44484, https://www.chewy.com/nootie-warm-vanilla-cookie/dp/41758, https://www.chewy.com/trizchlor-4hc-shampoo-dogs-cats/dp/110852, https://www.chewy.com/barklogic-clean-clear-mint-deep/dp/235064, https://www.chewy.com/hylyt-hypoallergenic-shampoo/dp/119225, https://www.chewy.com/miconahextriz-shampoo-dogs-cats/dp/114179, https://www.chewy.com/wahl-clipper-puppy-formula-coconut/dp/341821, https://www.chewy.com/davis-chlorhexidine-dog-cat-shampoo/dp/152854, https://www.chewy.com/hyponic-hypoallergenic-short-coat/dp/205355, https://www.chewy.com/pet-md-antiseptic-antifungal/dp/146677, https://www.chewy.com/wahl-clipper-sensitive-skin/dp/341819, https://www.chewy.com/isle-dogs-keratin-volumizing-shampoo/dp/111341, https://www.chewy.com/eqyss-grooming-products-micro-tek/dp/133858, https://www.chewy.com/ecospaw-organic-lavender-scent-dog/dp/288174, https://www.chewy.com/wahl-clipper-everyday-coat-wellness/dp/341823, https://www.chewy.com/burts-bees-coconut-vanilla-dog/dp/374413, https://www.chewy.com/farnam-vetrolin-white-n-brite-horse/dp/142915, https://www.chewy.com/banixx-medicated-soap-free-horse/dp/190057, https://www.chewy.com/pawstruck-keto-c-dog-cat-horse/dp/244056, https://www.chewy.com/shapleys-hi-shine-horse-shampoo/dp/133819, https://www.chewy.com/mane-n-tail-pet-conditioner/dp/141295, https://www.chewy.com/rx-4-pets-dog-cat-skin-irritation/dp/161845, https://www.chewy.com/hartz-groomers-best-3-in-1/dp/141052, https://www.chewy.com/dermabenss-shampoo-dogs-cats-horses/dp/112479, https://www.chewy.com/davis-benzoyl-peroxide-dog-cat/dp/152852, https://www.chewy.com/fiebings-horse-salon-shampoo/dp/133738, https://www.chewy.com/farnam-vetrolin-shine-high-luster-dog/dp/142947, https://www.chewy.com/alpha-tech-pet-inc-petsuds-probiotic/dp/240053, https://www.chewy.com/dog-whisperer-sparkling-clean-all-in/dp/352175, https://www.chewy.com/pyranha-pyrethrin-dog-horse-shampoo/dp/232490, https://www.chewy.com/pawstruck-no-rinse-dog-cat-horse/dp/244079, https://www.chewy.com/rufus-coco-sea-me-shine-2in1-wash/dp/186748, https://www.chewy.com/vets-best-hot-spot-shampoo-dogs/dp/45181, https://www.chewy.com/four-paws-magic-coat-antistatic-witch/dp/160641, https://www.chewy.com/dog-whisperer-ultimate-odor-buster/dp/352177, https://www.chewy.com/dermagic-rosemary-lavender-dog/dp/159169, https://www.chewy.com/wahl-clipper-all-in-one-oceanwater/dp/341825, https://www.chewy.com/john-paul-pet-tea-tree-shampoo-dogs/dp/40914, https://www.chewy.com/dermagic-sensitive-skin-dog-shampoo/dp/159195, https://www.chewy.com/nootie-sweet-pea-vanilla-foaming/dp/56514, https://www.chewy.com/mane-n-tail-pet-shampoo/dp/141293, https://www.chewy.com/mane-n-tail-pet-conditioner/dp/263513",84,0.118032787
hummingbird feeder glass bottle,140,"hummingbird feeder glass bottle, hummingbird nectar bottle","140.0, 10.0",150,2.483620191,,6,
kittles cat treats,140,"kittles cat treats, kit cat treats","140.0, 10.0",150,3.829146086,"https://www.chewy.com/wellness-kittles-grain-free-turkey/dp/134317, https://www.chewy.com/wellness-kittles-natural-grain-free/dp/103228, https://www.chewy.com/wellness-kittles-natural-grain-free/dp/172365?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Wellness&utm_term=%7Bkeyword%7D, https://www.chewy.com/wellness-kittles-grain-free-salmon/dp/103228, https://www.chewy.com/tiki-cat-soft-chewy-tuna-flavor-grain/dp/288681, https://www.chewy.com/wellness-kittles-grain-free-chicken/dp/103230",9,0.28
koi food pellets,140,"koi food pellets, fish food koi pellets, koi fish food small pellets, koi floating fish food pellets","140.0, 110.0, 10.0, 10.0",270,6.594249292,"https://www.chewy.com/blackwater-premium-koi-goldfish-food/dp/232944, https://www.chewy.com/microbe-lift-pond-sinking-pellets-koi/dp/307065, https://www.chewy.com/microbe-lift-legacy-cold-weather/dp/186349, https://www.chewy.com/microbe-lift-legacy-variety-mix/dp/186347, https://www.chewy.com/blue-ridge-koi-goldfish-platinum-pro/dp/216233, https://www.chewy.com/b/koi-pond-fish-893",30,0.041666667
mealworms container,140,mealworms container,140,140,5.090152847,,19,
peanut butter banana dog treats no oats,140,"peanut butter banana dog treats no oats, banana dog treats no oats","140.0, 70.0",210,5.306573797,,16,
personalized dog jewelry,140,personalized dog jewelry,140,140,2.784404557,,11,
plastic dog bowls for party,140,"plastic dog bowls for party, party plastic dog bowls","140.0, 50.0",190,1.869971877,"https://www.chewy.com/f/plastic-dog-bowls-dishes_c1422_f7v17023, https://www.chewy.com/f/plastic-dog-bowls-dishes_c1422_f7v17023, https://www.chewy.com/buckle-down-single-melamine-dog-cat/dp/192646",5,0
puppy iams dog food,140,puppy iams dog food,140,140,2.540304838,"https://www.chewy.com/iams-proactive-health-smart-puppy/dp/29307, https://www.chewy.com/iams-proactive-health-smart-puppy/dp/29302, https://www.chewy.com/iams-proactive-health-smart-puppy/dp/105064, https://www.chewy.com/iams-proactive-health-smart-puppy/dp/172001, https://www.chewy.com/iams-proactive-health-smart-puppy/dp/29303, https://www.chewy.com/iams-proactive-health-puppy-chicken/dp/44790, https://www.chewy.com/iams-adult-large-breed-real-chicken/dp/29301, https://www.chewy.com/iams-proactive-health-smart-puppy/dp/48910?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Iams&utm_term=%7Bkeyword%7D",5,0.037313433
riding boots bag,140,riding boots bag,140,140,2.800291412,,6,
saltwater aquarium anemone,140,saltwater aquarium anemone,140,140,2.427895699,,5,
turtle tank gravel,140,"turtle tank gravel, aquarium gravel for turtles","140.0, 20.0",160,2.166892517,,7,
vintage dog collars,140,vintage dog collars,140,140,5.613873912,,18,
will a dog use a litter box,140,will a dog use a litter box,140,140,6.77764392,"https://www.chewy.com/puppy-go-potty-natural-paper-fiber/dp/254062, https://www.chewy.com/puppy-pan-dog-cat-small-animal-litter/dp/167814",34,0
yellow bird feeders,140,yellow bird feeders,140,140,2.565083057,,14,
90s dog toys,110,"90s dog toys, 100 dog toys, 80s dog toys, dog toy 90s","110.0, 30.0, 30.0, 10.0",180,7.219323435,"https://www.chewy.com/ora-clens-bumble-ball-dog-toy/dp/202272, https://www.chewy.com/fetch-pets-nickelodeon-hey-arnold/dp/291715, https://www.chewy.com/godog-dinos-frills-squeaky-dog-toy/dp/527734",34,0
agility dog supplies,110,agility dog supplies,110,110,7.283014705,,34,
algae for saltwater aquariums,110,algae for saltwater aquariums,110,110,6.025454743,,28,
aquarium heater thermostat,110,"aquarium heater thermostat, aquarium heater no thermostat","110.0, 10.0",120,2.735138177,,6,
baking soda dog toothpaste,110,"baking soda dog toothpaste, dog toothpaste baking soda, dog toothpaste with baking soda","110.0, 110.0, 10.0",230,2.380015783,https://www.chewy.com/arm-hammer-fresh-breath-chicken/dp/54247,5,0
bulk dog supplies,110,"bulk dog supplies, dog supplies bulk","110.0, 110.0",220,5.869254468,,201,
cat food rabbit canned,110,"cat food rabbit canned, rabbit cat food canned, rabbit dog food canned, lid rabbit dog food","110.0, 110.0, 110.0, 10.0",340,6.253977919,"https://www.chewy.com/natures-logic-feline-rabbit-feast/dp/127179, https://www.chewy.com/merrick-purrfect-bistro-rabbit-pate/dp/129852, https://www.chewy.com/evangers-grain-free-rabbit-canned-dog/dp/37737, https://www.chewy.com/lotus-rabbit-grain-free-pate-canned/dp/176503, https://www.chewy.com/instinct-original-grain-free-recipe/dp/29614, https://www.chewy.com/instinct-limited-ingredient-diet/dp/113952, https://www.chewy.com/f/rabbit-flavored-wet-cat-food_c389_f4v59634, https://www.chewy.com/natures-logic-feline-rabbit-feast/dp/39276, https://www.chewy.com/walk-about-grain-free-rabbit-canned/dp/180776, https://www.chewy.com/wysong-epigen-rabbit-formula-grain/dp/36625, https://www.chewy.com/lotus-rabbit-loaf-grain-free-canned/dp/158176, https://www.chewy.com/natures-logic-canine-rabbit-feast-all/dp/105607, https://www.chewy.com/instinct-original-grain-free-real/dp/29581, https://www.chewy.com/f/rabbit-flavored-wet-dog-food_c293_f4v59634, https://www.chewy.com/evangers-grain-free-rabbit-canned-dog/dp/37737, https://www.chewy.com/lotus-rabbit-loaf-grain-free-canned/dp/158177, https://www.chewy.com/evangers-grain-free-rabbit-canned-dog/dp/44819, https://www.chewy.com/instinct-limited-ingredient-diet/dp/113930",21,
cattle feed buckets,110,"cattle feed buckets, goat feed bucket, horse feed and water buckets, sheep feed buckets","110.0, 90.0, 10.0, 10.0",220,3.730043997,,17,
conure bird toys,110,"conure bird toys, conure parrot toys","110.0, 10.0",120,8.423699176,"https://www.chewy.com/b/toys-970, https://www.chewy.com/planet-pleasures-pineapple-foraging/dp/158508?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Planet%20Pleasures&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/sungrow-bird-small-medium-parrots/dp/359523, https://www.chewy.com/sungrow-bird-chew-toy-medium-large/dp/206233, https://www.chewy.com/sungrow-bird-small-medium-parrots/dp/359523, https://www.chewy.com/sungrow-bird-chew-toy-medium-large/dp/206233",114,0.333333333
cool cat gifts,110,"cool cat gifts, wild cat gifts, crazy cat gifts, big cat gifts, cat mad gifts, i love my cat gifts","110.0, 50.0, 30.0, 10.0, 10.0, 10.0",220,5.039117518,,29,
dog coats greyhound,110,dog coats greyhound,110,110,2.18686614,,7,
dogs and vacuum cleaners,110,"dogs and vacuum cleaners, dog poop vacuum cleaner, dog pee vacuum cleaner","110.0, 30.0, 20.0",160,8.459547669,,67,
dry dog food small bites,110,dry dog food small bites,110,110,8.895370016,"https://www.chewy.com/f/extra-small-toy-breeds-dry-dog-food_c294_f6v13789, https://www.chewy.com/hills-science-diet-adult-small-mini/dp/115532, https://www.chewy.com/hills-prescription-diet-zd-skinfood/dp/133842, https://www.chewy.com/hills-science-diet-adult-small-bites/dp/37858, https://www.chewy.com/hills-science-diet-adult-small-bites/dp/29973, https://www.chewy.com/purina-one-natural-smartblend/dp/42211?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Purina%20ONE&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/purina-beneful-incredibites-farm/dp/127628, https://www.chewy.com/pedigree-tender-bites-complete/dp/238338, https://www.chewy.com/dog-chow-little-bites-real-chicken/dp/127750, https://www.chewy.com/f/small-breeds-dry-dog-food_c294_f6v13790",138,0.321428571
duck food plants,110,"duck food plants, duck feed plant, duck food seed","110.0, 10.0, 10.0",130,4.101444823,,15,
essential puppy supplies,110,"essential puppy supplies, essential dog supplies, dog essential supplies","110.0, 90.0, 10.0",210,6.202508511,,757,
feeders supply dog food,110,feeders supply dog food,110,110,7.679245853,"https://www.chewy.com/petlibro-automatic-dog-cat-feeder/dp/303874, https://www.chewy.com/petlibro-automatic-dog-cat-feeder/dp/303871, https://www.chewy.com/patpet-dual-power-supply-voice/dp/521678, https://www.chewy.com/petsafe-eatwell-5-meal-automatic-dog/dp/48080, https://www.chewy.com/petsafe-healthy-pet-simply-feed/dp/126450, https://www.chewy.com/arf-pets-smart-automatic-dog-cat/dp/389178, https://www.chewy.com/frisco-automatic-cat-dog-feeder-white/dp/371521",164,0
ferret cage cleaner,110,"ferret cage cleaner, ferret cage cleaning","110.0, 110.0",220,3.064202371,,8,
fish food block,110,"fish food block, betta fish food block, tropical fish food blocks","110.0, 10.0, 10.0",130,5.202975899,"https://www.chewy.com/zoo-med-pleco-banquet-block-fish-food/dp/190082, https://www.chewy.com/tetra-pond-vacation-food-slow-release/dp/125848, https://www.chewy.com/tetra-vacation-tropical-slow-release/dp/125597, https://www.chewy.com/api-vacation-pyramid-fish-food-feeder/dp/122196, https://www.chewy.com/tetra-pond-vacation-food-slow-release/dp/331140, https://www.chewy.com/omega-one-super-color-7-day-vacation/dp/125289, https://www.chewy.com/tetra-vacation-tropical-slow-release/dp/125597, https://www.chewy.com/zoo-med-betta-banquet-blocks/dp/154789, https://www.chewy.com/aqueon-betta-fish-food/dp/124474, https://www.chewy.com/tetra-betta-floating-mini-pellets/dp/125813, https://www.chewy.com/api-vacation-pyramid-fish-food-feeder/dp/122196",19,0.02
fish food container,110,fish food container,110,110,7.844553477,"https://www.chewy.com/api-betta-flakes-fish-food-036-oz/dp/233174, https://www.chewy.com/api-algae-eater-wafers-fish-food/dp/122128, https://www.chewy.com/serenelife-digital-aquarium-fish-food/dp/208639, https://www.chewy.com/tetramin-tropical-granules-fish-food/dp/126087, https://www.chewy.com/tetramin-3-in-1-flakes-treats/dp/125595, https://www.chewy.com/wardley-flake-tropical-fish-food/dp/125178, https://www.chewy.com/omega-one-super-color-cichlid-pellets/dp/125502, https://www.chewy.com/tetramin-tropical-tablets-bottom/dp/126090, https://www.chewy.com/omega-one-large-cichlid-pellets/dp/125437, https://www.chewy.com/fish-mate-pond-fish-feeder/dp/136181",249,0
fuzzy snake food,110,fuzzy snake food,110,110,0.453201294,,6,
game chicken feed,110,game chicken feed,110,110,4.640100285,"https://www.chewy.com/kalmbach-feeds-all-natural-non-gmo-17/dp/244671, https://www.chewy.com/don-roberto-whole-corn-gamebird/dp/261755, https://www.chewy.com/bluebonnet-feeds-game-bird-breeder/dp/231966, https://www.chewy.com/kalmbach-feeds-all-natural-17-protein/dp/226623, https://www.chewy.com/blue-seal-home-fresh-multi-flock/dp/392705, https://www.chewy.com/bluebonnet-feeds-poultry-game-crumble/dp/251844",18,0.068965517
game dog supplies,110,game dog supplies,110,110,7.101096931,"https://www.chewy.com/nina-ottosson-by-outward-hound-casino/dp/103258, https://www.chewy.com/nina-ottosson-by-outward-hound-brick/dp/103260, https://www.chewy.com/nina-ottosson-by-outward-hound-worker/dp/186159",365,0
gerbil water feeder,110,"gerbil water feeder, feeder gerbils","110.0, 10.0",120,4.714259995,"https://www.chewy.com/alfie-pet-small-animal-2-in-1-water/dp/152646, https://www.chewy.com/kaytee-flat-bac-small-pet-water/dp/248484, https://www.chewy.com/kaytee-crittertrail-small-animal/dp/181383, https://www.chewy.com/b/water-bottles-11021, https://www.chewy.com/kaytee-chew-proof-small-animal-water/dp/128962",30,0.066666667
healthy treats for hamsters,110,healthy treats for hamsters,110,110,6.705191129,,60,
horse feed for cushings,110,horse feed for cushings,110,110,1.761247922,,5,
horse waterless shampoo,110,"horse waterless shampoo, waterless horse shampoo","110.0, 110.0",220,3.549580924,,9,
medicated cattle feed,110,medicated cattle feed,110,110,1.124241475,,5,
micro pellet fish food,110,micro pellet fish food,110,110,2.480258724,"https://www.chewy.com/api-sinking-mini-pellets-tropical/dp/122145, https://www.chewy.com/cobalt-aquatics-ultra-pellet-tropical/dp/264874, https://www.chewy.com/tetra-betta-plus-floating-mini-pellet/dp/125571, https://www.chewy.com/cobalt-aquatics-ultra-marine-micro/dp/269646, https://www.chewy.com/cobalt-aquatics-ultra-tropical-micro/dp/269614, https://www.chewy.com/hikari-micro-pellet-tropical-fish/dp/169142, https://www.chewy.com/tetra-betta-floating-mini-pellets/dp/125813",5,0
mix your own chicken feed,110,mix your own chicken feed,110,110,2.884355334,,12,
mouse harness,110,mouse harness,110,110,4.74143177,"https://www.chewy.com/disney-minnie-mouse-floral-dog/dp/252881, https://www.chewy.com/frisco-halloween-bat-vest-harness/dp/373756, https://www.chewy.com/frisco-halloween-dino-vest-harness/dp/373751, https://www.chewy.com/disney-mickey-mouse-fall-dog-harness/dp/317664, https://www.chewy.com/disney-minnie-halloween-dog-harness/dp/299378, https://www.chewy.com/disney-mickey-mouse-dog-leash/dp/252826, https://www.chewy.com/b/harnesses-carriers-10993",91,0.055555556
mouse tunnels,110,"mouse tunnels, pet mouse tunnels","110.0, 10.0",120,3.806402228,,31,
navy riding boots,110,"navy riding boots, navy horse boots","110.0, 10.0",120,2.293873939,,8,
no waste bird food,110,no waste bird food,110,110,5.349707034,"https://www.chewy.com/harvest-seed-supply-no-waste-wild/dp/244238, https://www.chewy.com/kaytee-waste-free-blend-wild-bird/dp/242804, https://www.chewy.com/lyric-delite-high-protein-no-waste/dp/168325, https://www.chewy.com/kaytee-seed-suet-no-mess-blend/dp/396242, https://www.chewy.com/kaytee-waste-free-nut-fruit-blend/dp/242791, https://www.chewy.com/cs-no-melt-no-waste-bluebird-nuggets/dp/395099, https://www.chewy.com/browns-bird-lovers-blend-no-waste/dp/122250, https://www.chewy.com/kaytee-seed-suet-no-mess-peanut-wild/dp/396244, https://www.chewy.com/harvest-seed-supply-no-waste-wild/dp/244239, https://www.chewy.com/kaytee-waste-free-blend-wild-bird/dp/242802, https://www.chewy.com/lyric-fine-tunes-no-waste-mix-wild/dp/178041",23,0.057142857
paper litter for kittens,110,paper litter for kittens,110,110,2.126436605,"https://www.chewy.com/hartz-multi-cat-unscented-clumping/dp/192480, https://www.chewy.com/frisco-unscented-non-clumping/dp/188098, https://www.chewy.com/app/product-questions/42158",5,0.333333333
pond filter replacement,110,"pond filter replacement, replacement pond filters, cleaning pond filters, pond filter cleaning","110.0, 110.0, 90.0, 90.0",400,2.39463254,"https://www.chewy.com/tetra-pond-clear-choice-bio-filter/dp/155187, https://www.chewy.com/pond-boss-pond-filter-kit/dp/340340, https://www.chewy.com/sunsun-pressurized-pond-filter/dp/158816",9,0
pond pump cleaning,110,"pond pump cleaning, pond pump maintenance","110.0, 20.0",130,8.00126437,,139,
pond pump kit,110,"pond pump kit, pond filter kits with pump","110.0, 40.0",150,4.656604165,https://www.chewy.com/tetra-pond-air-pump-kit/dp/155177,18,0
puppy food to adult food,110,puppy food to adult food,110,110,7.824088549,,1113,
