keyword,keyword sv,Keywords (in the same cluster),Avg Search Volume,Total_Search_Volume,relevance_score,Chewy_URL,product_count,CTR
mealworms protein,170,"mealworms protein, organic mealworms","170.0, 50.0",220,7.182626569,https://www.chewy.com/kaytee-meal-worm-wild-bird-food/dp/130989,35,0
puppy crate time,170,puppy crate time,170,170,4.863230813,,47,
rabbit cage 2 story,170,rabbit cage 2 story,170,170,2.210125135,https://www.chewy.com/trixie-natura-retreat-rabbit-hutch/dp/248293,6,0
rabbit food natural,170,rabbit food natural,170,170,8.484296496,https://www.chewy.com/kaytee-fiesta-natural-rabbit-food-65/dp/288408,210,0
rat pet supplies,170,rat pet supplies,170,170,7.406222591,,191,
revival dog supplies,170,revival dog supplies,170,170,2.036018099,,8,
tilapia fish food,170,"tilapia fish food, tilapia fish vitamins","170.0, 10.0",180,4.872606773,,19,
winter paddock boots,170,"winter paddock boots, english paddock boots, paddock boots horse, black paddock boots, zip paddock boots, winter paddock riding boots","170.0, 140.0, 70.0, 50.0, 40.0, 20.0",490,3.578327955,https://www.chewy.com/horze-equestrian-wexford-paddock/dp/281512,9,
12 horse feed,140,"12 horse feed, 10-10-10 horse feed, 12 cattle feed","140.0, 90.0, 30.0",260,5.790697414,,65,
3 ingredient dog treats no peanut butter,140,"3 ingredient dog treats no peanut butter, 3 ingredient dog treats no oats, carrot dog treats no peanut butter, oat and apple dog treats, peanut butter dog treats 3 ingredients","140.0, 40.0, 20.0, 10.0, 10.0",220,3.429540685,,12,
aquarium vacuum siphon,140,"aquarium vacuum siphon, aquarium gravel siphon","140.0, 20.0",160,3.085524503,https://www.chewy.com/aqueon-siphon-vacuum-aquarium-gravel/dp/191253,7,
bed mouse pad,140,"bed mouse pad, mouse bed for cats, mouse for bed","140.0, 50.0, 10.0",200,5.351146443,,36,
bird food block,140,bird food block,140,140,3.620611572,,11,
bird food millet,140,"bird food millet, wild bird food millet, wild bird seed millet","140.0, 10.0, 10.0",160,8.514253734,https://www.chewy.com/higgins-spray-millet-bird-treats/dp/267920,290,0
black dog tech,140,black dog tech,140,140,4.787037137,,238,
blue dog supplies,140,blue dog supplies,140,140,5.679416878,,5975,
catnip oil for cats,140,catnip oil for cats,140,140,7.784397108,,34,
ceramic filter media,140,ceramic filter media,140,140,4.243504435,https://www.chewy.com/marineland-c-series-canister-ceramic/dp/125896,20,0
chicken feed for winter,140,chicken feed for winter,140,140,6.767735678,,67,
cute dog supplies,140,cute dog supplies,140,140,4.224323138,,16,
des dog medication,140,des dog medication,140,140,4.238685392,,16,
devil dog shirts,140,"devil dog shirts, devil dog clothing","140.0, 50.0",190,1.954906362,,5,
dog clothing storage,140,dog clothing storage,140,140,7.247254777,,38,
dog dressed as lion,140,dog dressed as lion,140,140,2.639754259,https://www.chewy.com/frisco-lion-mane-dog-cat-costume/dp/185466,10,0.019230769
dog food kitchen,140,dog food kitchen,140,140,7.950605282,https://www.chewy.com/honest-kitchen-grain-free-beef-whole/dp/177091,274,0
dog leash elevator,140,dog leash elevator,140,140,4.750504098,,48,
dog not eating dog food,140,dog not eating dog food,140,140,5.278773076,,23,
dog playpen with door,140,dog playpen with door,140,140,6.493322299,https://www.chewy.com/iris-6-panel-plastic-exercise-dog/dp/231868,29,0.079365079
english saddle tree,140,english saddle tree,140,140,1.259302535,,5,
fever medicine for cats,140,"fever medicine for cats, medicine for cats fever, catnip fever cat treats","140.0, 140.0, 10.0",290,1.91163688,,5,
free dog harnesses,140,free dog harnesses,140,140,6.585539366,,422,
fresh dog food refrigerated,140,fresh dog food refrigerated,140,140,1.891417054,https://www.chewy.com/justfoodfordogs-venison-squash-recipe/dp/394319,8,0
grain-free dog food with taurine,140,grain-free dog food with taurine,140,140,8.119261085,,620,
hamster grooming,140,"hamster grooming, hamster over grooming","140.0, 10.0",150,7.356417228,,194,
high protein fish food,140,"high protein fish food, high protein goldfish food, 50 protein fish food, goldfish food high protein, high protein tropical fish food","140.0, 20.0, 10.0, 10.0, 10.0",190,7.692125763,,813,
horse hay bale feeder,140,"horse hay bale feeder, plastic horse hay feeder","140.0, 30.0",170,3.046191596,,8,
horse shampoo for dogs,140,horse shampoo for dogs,140,140,9.327798744,https://www.chewy.com/davis-miconazole-dog-cat-shampoo/dp/152856,84,0.118032787
hummingbird feeder glass bottle,140,"hummingbird feeder glass bottle, hummingbird nectar bottle","140.0, 10.0",150,2.483620191,,6,
kittles cat treats,140,"kittles cat treats, kit cat treats","140.0, 10.0",150,3.829146086,https://www.chewy.com/wellness-kittles-grain-free-turkey/dp/134317,9,0.28
koi food pellets,140,"koi food pellets, fish food koi pellets, koi fish food small pellets, koi floating fish food pellets","140.0, 110.0, 10.0, 10.0",270,6.594249292,https://www.chewy.com/blackwater-premium-koi-goldfish-food/dp/232944,30,0.041666667
mealworms container,140,mealworms container,140,140,5.090152847,,19,
peanut butter banana dog treats no oats,140,"peanut butter banana dog treats no oats, banana dog treats no oats","140.0, 70.0",210,5.306573797,,16,
personalized dog jewelry,140,personalized dog jewelry,140,140,2.784404557,,11,
plastic dog bowls for party,140,"plastic dog bowls for party, party plastic dog bowls","140.0, 50.0",190,1.869971877,https://www.chewy.com/f/plastic-dog-bowls-dishes_c1422_f7v17023,5,0
puppy iams dog food,140,puppy iams dog food,140,140,2.540304838,https://www.chewy.com/iams-proactive-health-smart-puppy/dp/29307,5,0.037313433
riding boots bag,140,riding boots bag,140,140,2.800291412,,6,
saltwater aquarium anemone,140,saltwater aquarium anemone,140,140,2.427895699,,5,
turtle tank gravel,140,"turtle tank gravel, aquarium gravel for turtles","140.0, 20.0",160,2.166892517,,7,
vintage dog collars,140,vintage dog collars,140,140,5.613873912,,18,
will a dog use a litter box,140,will a dog use a litter box,140,140,6.77764392,https://www.chewy.com/puppy-go-potty-natural-paper-fiber/dp/254062,34,0
yellow bird feeders,140,yellow bird feeders,140,140,2.565083057,,14,
90s dog toys,110,"90s dog toys, 100 dog toys, 80s dog toys, dog toy 90s","110.0, 30.0, 30.0, 10.0",180,7.219323435,https://www.chewy.com/ora-clens-bumble-ball-dog-toy/dp/202272,34,0
agility dog supplies,110,agility dog supplies,110,110,7.283014705,,34,
algae for saltwater aquariums,110,algae for saltwater aquariums,110,110,6.025454743,,28,
aquarium heater thermostat,110,"aquarium heater thermostat, aquarium heater no thermostat","110.0, 10.0",120,2.735138177,,6,
baking soda dog toothpaste,110,"baking soda dog toothpaste, dog toothpaste baking soda, dog toothpaste with baking soda","110.0, 110.0, 10.0",230,2.380015783,https://www.chewy.com/arm-hammer-fresh-breath-chicken/dp/54247,5,0
bulk dog supplies,110,"bulk dog supplies, dog supplies bulk","110.0, 110.0",220,5.869254468,,201,
cat food rabbit canned,110,"cat food rabbit canned, rabbit cat food canned, rabbit dog food canned, lid rabbit dog food","110.0, 110.0, 110.0, 10.0",340,6.253977919,https://www.chewy.com/natures-logic-feline-rabbit-feast/dp/127179,21,
cattle feed buckets,110,"cattle feed buckets, goat feed bucket, horse feed and water buckets, sheep feed buckets","110.0, 90.0, 10.0, 10.0",220,3.730043997,,17,
conure bird toys,110,"conure bird toys, conure parrot toys","110.0, 10.0",120,8.423699176,https://www.chewy.com/b/toys-970,114,0.333333333
cool cat gifts,110,"cool cat gifts, wild cat gifts, crazy cat gifts, big cat gifts, cat mad gifts, i love my cat gifts","110.0, 50.0, 30.0, 10.0, 10.0, 10.0",220,5.039117518,,29,
dog coats greyhound,110,dog coats greyhound,110,110,2.18686614,,7,
dogs and vacuum cleaners,110,"dogs and vacuum cleaners, dog poop vacuum cleaner, dog pee vacuum cleaner","110.0, 30.0, 20.0",160,8.459547669,,67,
dry dog food small bites,110,dry dog food small bites,110,110,8.895370016,https://www.chewy.com/f/extra-small-toy-breeds-dry-dog-food_c294_f6v13789,138,0.321428571
duck food plants,110,"duck food plants, duck feed plant, duck food seed","110.0, 10.0, 10.0",130,4.101444823,,15,
essential puppy supplies,110,"essential puppy supplies, essential dog supplies, dog essential supplies","110.0, 90.0, 10.0",210,6.202508511,,757,
feeders supply dog food,110,feeders supply dog food,110,110,7.679245853,https://www.chewy.com/petlibro-automatic-dog-cat-feeder/dp/303874,164,0
ferret cage cleaner,110,"ferret cage cleaner, ferret cage cleaning","110.0, 110.0",220,3.064202371,,8,
fish food block,110,"fish food block, betta fish food block, tropical fish food blocks","110.0, 10.0, 10.0",130,5.202975899,https://www.chewy.com/zoo-med-pleco-banquet-block-fish-food/dp/190082,19,0.02
fish food container,110,fish food container,110,110,7.844553477,https://www.chewy.com/api-betta-flakes-fish-food-036-oz/dp/233174,249,0
fuzzy snake food,110,fuzzy snake food,110,110,0.453201294,,6,
game chicken feed,110,game chicken feed,110,110,4.640100285,https://www.chewy.com/kalmbach-feeds-all-natural-non-gmo-17/dp/244671,18,0.068965517
game dog supplies,110,game dog supplies,110,110,7.101096931,https://www.chewy.com/nina-ottosson-by-outward-hound-casino/dp/103258,365,0
gerbil water feeder,110,"gerbil water feeder, feeder gerbils","110.0, 10.0",120,4.714259995,https://www.chewy.com/alfie-pet-small-animal-2-in-1-water/dp/152646,30,0.066666667
healthy treats for hamsters,110,healthy treats for hamsters,110,110,6.705191129,,60,
horse feed for cushings,110,horse feed for cushings,110,110,1.761247922,,5,
horse waterless shampoo,110,"horse waterless shampoo, waterless horse shampoo","110.0, 110.0",220,3.549580924,,9,
medicated cattle feed,110,medicated cattle feed,110,110,1.124241475,,5,
micro pellet fish food,110,micro pellet fish food,110,110,2.480258724,https://www.chewy.com/api-sinking-mini-pellets-tropical/dp/122145,5,0
mix your own chicken feed,110,mix your own chicken feed,110,110,2.884355334,,12,
mouse harness,110,mouse harness,110,110,4.74143177,https://www.chewy.com/disney-minnie-mouse-floral-dog/dp/252881,91,0.055555556
mouse tunnels,110,"mouse tunnels, pet mouse tunnels","110.0, 10.0",120,3.806402228,,31,
navy riding boots,110,"navy riding boots, navy horse boots","110.0, 10.0",120,2.293873939,,8,
no waste bird food,110,no waste bird food,110,110,5.349707034,https://www.chewy.com/harvest-seed-supply-no-waste-wild/dp/244238,23,0.057142857
paper litter for kittens,110,paper litter for kittens,110,110,2.126436605,https://www.chewy.com/hartz-multi-cat-unscented-clumping/dp/192480,5,0.333333333
pond filter replacement,110,"pond filter replacement, replacement pond filters, cleaning pond filters, pond filter cleaning","110.0, 110.0, 90.0, 90.0",400,2.39463254,https://www.chewy.com/tetra-pond-clear-choice-bio-filter/dp/155187,9,0
pond pump cleaning,110,"pond pump cleaning, pond pump maintenance","110.0, 20.0",130,8.00126437,,139,
pond pump kit,110,"pond pump kit, pond filter kits with pump","110.0, 40.0",150,4.656604165,https://www.chewy.com/tetra-pond-air-pump-kit/dp/155177,18,0
puppy food to adult food,110,puppy food to adult food,110,110,7.824088549,,1113,
quiet moments dog treats,110,"quiet moments dog treats, quiet moments cat treats","110.0, 20.0",130,3.714308742,https://www.chewy.com/naturvet-hemp-quiet-moments-soft/dp/177159,13,0.108108108
raising chicken supplies,110,"raising chicken supplies, show chicken supplies, free chicken supplies","110.0, 30.0, 10.0",150,3.685813677,https://www.chewy.com/mile-four-18-organic-mash-grower/dp/384833,14,
reversible dog bandanas,110,reversible dog bandanas,110,110,4.932360937,https://www.chewy.com/pets-first-ncaa-reversible-dog/dp/209098,19,0
riding breeches full seat,110,riding breeches full seat,110,110,3.929258007,,12,
rose gold horse tack,110,rose gold horse tack,110,110,1.350425472,,6,
saddle pad riser,110,saddle pad riser,110,110,2.483225255,,5,
sea dog clothing,110,"sea dog clothing, wet dog clothing","110.0, 10.0",120,2.717654343,,13,
sisal fabric for cat scratching posts,110,"sisal fabric for cat scratching posts, cat scratching post sisal fabric","110.0, 10.0",120,7.864246056,,178,
snake food fuzzies,110,snake food fuzzies,110,110,0.738703847,,6,
snake food rats,110,snake food rats,110,110,1.72745641,,16,
sweet potato wrapped with chicken dog treats,110,sweet potato wrapped with chicken dog treats,110,110,7.191721192,https://www.chewy.com/beefeaters-sweet-potato-wrapped/dp/204537,26,0.235294118
the barkery dog treats,110,"the barkery dog treats, barker and barker liver dog treats","110.0, 10.0",120,5.970253241,,19,
thistle feeders for finches,110,thistle feeders for finches,110,110,2.834836592,,6,
up country dog leashes,110,"up country dog leashes, up country dog collars and leashes","110.0, 30.0",140,2.619675982,,7,
winter chicken treats,110,"winter chicken treats, frozen chicken treats, chicken treats for winter","110.0, 90.0, 20.0",220,6.607144996,,30,
wood cat decor,110,"wood cat decor, wooden cat decor, funny cat decor, metal cat decor, black and white cat decor, big cat decor","110.0, 110.0, 70.0, 50.0, 30.0, 10.0",380,7.887998238,https://www.chewy.com/b/litter-accessories-410,101,
zucchini dog treats,110,zucchini dog treats,110,110,5.104506823,,24,
all flock chicken feed,90,all flock chicken feed,90,90,2.878791331,https://www.chewy.com/kalmbach-feeds-all-natural-16-flock/dp/226631,8,0
aquarium ornaments shipwreck,90,aquarium ornaments shipwreck,90,90,1.184045794,,6,
bandits ferret treats,90,bandits ferret treats,90,90,2.982198325,https://www.chewy.com/marshall-bandits-premium-meaty-bacon/dp/122471,7,0.2
bearded dragon substrate sand,90,"bearded dragon substrate sand, bearded dragon soil substrate","90.0, 10.0",100,4.15677431,,18,
bird food holder,90,"bird food holder, wild bird food holders","90.0, 10.0",100,8.113189429,,66,
black cat calendars,90,black cat calendars,90,90,2.007863244,,7,
black cat kitchen,90,"black cat kitchen, cat and kitchen, the black cat kitchen, the cat kitchen","90.0, 10.0, 10.0, 10.0",120,4.633366623,,19,
black sand for saltwater aquarium,90,black sand for saltwater aquarium,90,90,4.802206271,,20,
blue collar dog grooming,90,"blue collar dog grooming, dog grooming ornaments, dog fashion grooming","90.0, 70.0, 50.0",210,7.116209807,,879,
cat food bag sizes,90,cat food bag sizes,90,90,5.199689473,https://www.chewy.com/purina-one-ideal-weight-adult-dry-cat/dp/119348,26,0.133333333
cat thermos,90,cat thermos,90,90,4.816806232,,25,
catnip games,90,catnip games,90,90,6.438128311,https://www.chewy.com/f/catnip-cat-puzzle-toys-games_c2371_f58v70045,409,0.333333333
catnip mat,90,catnip mat,90,90,6.253401859,https://www.chewy.com/petlinks-scratch-play-mat-cat/dp/200226,43,0
chicken feed mill,90,chicken feed mill,90,90,6.710877979,,50,
chicken feed oats,90,"chicken feed oats, oats for chicken feed","90.0, 90.0",180,8.180973945,,783,
chicken feeders with lids,90,chicken feeders with lids,90,90,1.783948156,,5,
chinchilla cage cleaner,90,chinchilla cage cleaner,90,90,2.144954427,,5,
chinchilla grooming,90,"chinchilla grooming, grooming chinchillas, chinchilla cat grooming, chinchilla grooming brush, chinchilla grooming comb, grooming a chinchilla","90.0, 90.0, 10.0, 10.0, 10.0, 10.0",220,6.481569239,https://www.chewy.com/kaytee-chinchilla-bath-sand/dp/166732,185,0
cockatiel cuttlebone,90,cockatiel cuttlebone,90,90,2.621362089,https://www.chewy.com/sungrow-cuttlefish-bones-cockatiel/dp/359517,6,0
custom dog tumbler,90,custom dog tumbler,90,90,3.509957296,https://www.chewy.com/frisco-double-walled-dog-mom/dp/277210,15,0
cuttlebone budgie,90,cuttlebone budgie,90,90,2.338828958,,7,
d&d nutrition horse feed,90,d&d nutrition horse feed,90,90,7.220735398,,30,
dog camera harness,90,dog camera harness,90,90,2.285759903,,12,
dog eats plastic toys,90,dog eats plastic toys,90,90,6.855767805,,36,
dog food seasoning powder,90,dog food seasoning powder,90,90,6.848670694,https://www.chewy.com/herbsmith-smiling-dog-kibble/dp/112292,291,0.333333333
dog puzzle toys nina ottosson,90,"dog puzzle toys nina ottosson, nina ottosson dog puzzle toys, interactive dog toys nina ottosson, nina ottosson interactive dog toys","90.0, 90.0, 10.0, 10.0",200,2.835482714,https://www.chewy.com/nina-ottosson-by-outward-hound/dp/253245,9,0.333333333
dog toy box wood,90,dog toy box wood,90,90,6.821525349,https://www.chewy.com/richell-elegant-wooden-dog-toy-box/dp/270067,76,0.142857143
dog toys out of t shirts,90,dog toys out of t shirts,90,90,3.033021356,,7,
duck feeders and waterers,90,duck feeders and waterers,90,90,2.36280152,,6,
fish food gel,90,fish food gel,90,90,7.237085715,https://www.chewy.com/repashy-superfoods-soilent-green-gel/dp/166290,88,0
fish food with garlic,90,"fish food with garlic, marine fish food with garlic, tropical fish food with garlic","90.0, 10.0, 10.0",110,7.841783246,,236,
fish tank cleaner siphon,90,fish tank cleaner siphon,90,90,3.329933541,,8,
fish tank filter bubbling,90,fish tank filter bubbling,90,90,1.943731838,,5,
floating dog balls,90,floating dog balls,90,90,3.43145163,,9,
foam cat shampoo,90,"foam cat shampoo, waterless foam shampoo for cats","90.0, 10.0",100,8.121446698,https://www.chewy.com/furminator-fur-deshedding-rinse-free/dp/191431,62,0
free range chicken feed,90,free range chicken feed,90,90,4.569734606,,16,
glass aquarium thermometer,90,"glass aquarium thermometer, saltwater aquarium thermometer","90.0, 30.0",120,2.516865658,https://www.chewy.com/hde-lcd-digital-aquarium-thermometer/dp/157424,11,0
horse chestnut vitamins,90,horse chestnut vitamins,90,90,2.166430753,,7,
horse coolers with neck,90,horse coolers with neck,90,90,1.808514233,,6,
horse feed for ulcers,90,"horse feed for ulcers, ulcer horse feed","90.0, 90.0",180,2.217915862,,9,
kitten carrier sling,90,kitten carrier sling,90,90,3.071747974,https://www.chewy.com/furryfido-classic-reversible-dog-cat/dp/162669,9,0
lake fish food,90,lake fish food,90,90,4.912376347,,21,
lazy dog cookies,90,lazy dog cookies,90,90,7.766537293,https://www.chewy.com/lazy-dog-cookie-co-berried-bones/dp/172153,37,0.090909091
lick n crunch dog cookies,90,lick n crunch dog cookies,90,90,3.205640233,https://www.chewy.com/three-dog-bakery-lick-n-crunch/dp/30091,7,0.055555556
litter for cats with uti,90,litter for cats with uti,90,90,8.647038668,,38,
mealworms for turtles,90,"mealworms for turtles, turtle food mealworms, turtle food worms","90.0, 10.0, 10.0",110,8.687216326,,36,
medical grooming for dogs,90,medical grooming for dogs,90,90,7.265125822,,409,
mens riding chaps,90,"mens riding chaps, mens horse riding chaps, mens western riding chaps","90.0, 50.0, 20.0",160,3.03699652,,20,
nepeta catnip,90,nepeta catnip,90,90,1.79326771,,5,
organic cat toys,90,organic cat toys,90,90,5.852761111,,22,
parakeet foraging toys,90,"parakeet foraging toys, parakeet swing toys","90.0, 20.0",110,4.115303111,https://www.chewy.com/sungrow-bird-small-medium-parrots/dp/359523,12,0
parrot grooming,90,parrot grooming,90,90,5.375343152,,31,
pet grass seeds,90,"pet grass seeds, pet grass seeds for dogs","90.0, 30.0",120,6.710071245,https://www.chewy.com/cat-ladies-organic-pet-grass-seed/dp/177895,264,0.25
rainbow fish food,90,rainbow fish food,90,90,1.888321088,,5,
rat balls exercise,90,rat balls exercise,90,90,4.811664538,,23,
rat cage decorations,90,"rat cage decorations, decorated rat cages","90.0, 40.0",130,2.548300882,,7,
round cat carriers,90,round cat carriers,90,90,5.675021451,,77,
saltwater aquarium worms,90,saltwater aquarium worms,90,90,3.47543661,,13,
show horse supplies,90,show horse supplies,90,90,2.164625057,,9,
small fish food,90,"small fish food, small goldfish food","90.0, 20.0",110,7.849479581,https://www.chewy.com/tetra-betta-floating-mini-pellets/dp/125813,2151,0.025
tubing for pond pumps,90,"tubing for pond pumps, aquarium pump tubing","90.0, 70.0",160,2.218963087,https://www.chewy.com/tetra-pond-tubing/dp/155185,5,0
turtle tank thermometer,90,turtle tank thermometer,90,90,1.915430186,,5,
vintage dog tags,90,vintage dog tags,90,90,3.253090732,,12,
vinyl dog toy,90,"vinyl dog toy, vinyl dog toys squeaky","90.0, 20.0",110,7.776194538,https://www.chewy.com/ethical-pet-vinyl-basketball-squeaky/dp/215604,55,0
xxs dog shoes,90,"xxs dog shoes, dog shoes xxs","90.0, 10.0",100,3.658940323,,16,
22 chicken feed,70,"22 chicken feed, 20 chicken feed","70.0, 30.0",100,6.464043941,,196,
ace dog collars,70,ace dog collars,70,70,2.661990418,,6,
aquarium pump quiet,70,aquarium pump quiet,70,70,1.513262086,,5,
arma horse boots,70,arma horse boots,70,70,3.289082636,https://www.chewy.com/shires-equestrian-products-arma/dp/290582,8,0.037037037
basking light bulb for turtles,70,basking light bulb for turtles,70,70,7.417190021,,35,
bengal cat gifts,70,bengal cat gifts,70,70,1.427239511,,5,
bird cage covers for winter,70,"bird cage covers for winter, bird cage cover fabric, bird cage winter cover","70.0, 20.0, 10.0",100,2.125546596,https://www.chewy.com/prevue-pet-products-good-night-bird/dp/133481,8,0
bird food bugs,70,bird food bugs,70,70,3.589407372,,9,
bird treat sticks,70,"bird treat sticks, bird food sticks, bird treat holder, parrot treat sticks","70.0, 50.0, 30.0, 10.0",160,8.121414502,https://www.chewy.com/wild-harvest-crispy-minis-honey/dp/362659,36,0
black cat jewelry and gifts,70,"black cat jewelry and gifts, black cat gifts for her, black and white cat gifts, gray cat gifts, white cat gifts, grey cat gifts","70.0, 50.0, 40.0, 30.0, 30.0, 20.0",240,2.858856686,,12,
bully max high protein dog food,70,bully max high protein dog food,70,70,2.515171707,,5,
calcium supplements for cattle,70,"calcium supplements for cattle, cattle calcium supplements, calcium supplements for sheep","70.0, 70.0, 20.0",160,6.957912138,,49,
carob chip dog cookies,70,"carob chip dog cookies, carob cookies for dogs, dog carob chip cookies","70.0, 70.0, 70.0",210,2.468183637,https://www.chewy.com/three-dog-bakery-cookies-carob/dp/203353,5,
cat cage accessories,70,cat cage accessories,70,70,5.859350391,,468,
cat harness with wings,70,cat harness with wings,70,70,2.016405241,,7,
cat pillow paw,70,cat pillow paw,70,70,3.590364567,,11,
cat scratchers and beds,70,cat scratchers and beds,70,70,8.769389327,,889,
chicken feed dispenser,70,"chicken feed dispenser, chicken treat dispenser","70.0, 40.0",110,5.794972059,https://www.chewy.com/petsafe-busy-buddy-chompin-chicken/dp/373081,55,
chicken feed for lawns,70,chicken feed for lawns,70,70,2.462347127,,8,
chicken feed with antibiotics,70,chicken feed with antibiotics,70,70,5.234260472,,26,
chicken party supplies,70,chicken party supplies,70,70,4.51301639,,22,
chicken processing supplies,70,chicken processing supplies,70,70,6.134953846,,302,
coat conditioner for horses,70,"coat conditioner for horses, horse coat conditioner spray","70.0, 10.0",80,8.21371679,https://www.chewy.com/absorbine-santa-fe-coat-conditioner/dp/226165,73,
cockatiel food 25 lbs,70,cockatiel food 25 lbs,70,70,5.554804118,https://www.chewy.com/colorful-companions-cockatiel-blend/dp/249874,19,0
conure foraging toys,70,conure foraging toys,70,70,3.896119007,https://www.chewy.com/sungrow-bird-small-medium-parrots/dp/359523,14,0
dark horse tack,70,dark horse tack,70,70,5.575636649,,75,
dehydrated peanut butter dog treats,70,dehydrated peanut butter dog treats,70,70,7.765304344,https://www.chewy.com/blue-ridge-naturals-peanut-butter/dp/126616,30,0
dog bone joint,70,"dog bone joint, knee cap dog bones, knotted dog bones, dog bone knot","70.0, 50.0, 40.0, 10.0",170,7.620993701,https://www.chewy.com/k9warehouse-beef-knee-cap-bones-dog/dp/396355,69,
dog brush with blade,70,dog brush with blade,70,70,4.637208809,https://www.chewy.com/hertzko-long-blade-dog-cat-dematting/dp/150519,14,0
dog clippers oil,70,"dog clippers oil, oil for wahl dog clippers","70.0, 10.0",80,4.233513906,,15,
dog coats german shepherds,70,dog coats german shepherds,70,70,4.241629454,,16,
dog coats vizsla,70,"dog coats vizsla, vizsla dog coats","70.0, 70.0",140,2.753848145,,9,
dog towel folding,70,dog towel folding,70,70,3.192867653,,11,
dog toys inside dog toys,70,dog toys inside dog toys,70,70,3.194522255,https://www.chewy.com/frisco-plush-squeaking-2-in-1/dp/240363,7,0
dog treats snaps,70,dog treats snaps,70,70,4.570375364,https://www.chewy.com/alpo-variety-snaps-little-bites-beef/dp/262089,14,0.230769231
fenbendazole dewormer for dogs,70,"fenbendazole dewormer for dogs, dewormer for dogs fenbendazole","70.0, 10.0",80,3.601705987,,10,
ferret cage bedding,70,ferret cage bedding,70,70,4.729748643,,20,
filter media pads,70,filter media pads,70,70,6.975461783,,59,
freeze dried shrimp cat treats,70,"freeze dried shrimp cat treats, freeze dried tuna cat treats","70.0, 10.0",80,4.418526287,https://www.chewy.com/purebites-beef-liver-freeze-dried-raw/dp/35167,12,0.272727273
from puppy food,70,from puppy food,70,70,7.142595055,,82,
funny dog wall art,70,"funny dog wall art, black and white dog wall art, black dog wall art, framed dog wall art, blue dog wall art, dog paw wall art","70.0, 30.0, 30.0, 20.0, 10.0, 10.0",170,2.882548123,https://www.chewy.com/stupell-industries-my-house-my-rules/dp/385958,7,0
goat feed mix,70,goat feed mix,70,70,6.670203832,,30,
hamster wheel life,70,hamster wheel life,70,70,2.94732805,,10,
hay for pets,70,hay for pets,70,70,8.702844493,https://www.chewy.com/viking-farmer-1st-cut-timothy-hay/dp/352205,362,0
healthy rat food,70,"healthy rat food, natural rat food","70.0, 10.0",80,5.722968601,https://www.chewy.com/kaytee-supreme-fortified-daily-diet/dp/123166,51,0
healthy rat treats,70,"healthy rat treats, healthy treats for rats","70.0, 70.0",140,6.24903778,https://www.chewy.com/b/treats-10970,46,0.25
healthy treats for ferrets,70,healthy treats for ferrets,70,70,6.11863613,https://www.chewy.com/n-bone-chicken-flavor-chew-stick/dp/132065,57,0
hedgehog cage cleaning,70,hedgehog cage cleaning,70,70,2.928285153,,10,
horse halter chain,70,horse halter chain,70,70,2.558550374,,9,
horse tack buckles,70,horse tack buckles,70,70,6.100806669,https://www.chewy.com/weaver-leather-double-cheek-buckles/dp/266555,101,0
horse tack hooks,70,horse tack hooks,70,70,3.045064912,,18,
horse vitamins injectable,70,"horse vitamins injectable, injectable horse vitamins","70.0, 70.0",140,2.769605117,https://www.chewy.com/liver-7-vitamin-injectable-dogs-cats/dp/201119,6,0.035714286
horses and balls,70,"horses and balls, ball horse","70.0, 40.0",110,3.279567792,https://www.chewy.com/horsemens-pride-mega-ball-cover-horse/dp/133705,10,
iron horse feed,70,"iron horse feed, iron horse supplements","70.0, 40.0",110,7.436007819,https://www.chewy.com/horse-health-products-red-cell-iron/dp/142905,54,0
led turtle lights,70,"led turtle lights, turtle led light","70.0, 70.0",140,2.40328354,,10,
low sodium cat treats,70,low sodium cat treats,70,70,0.280483962,https://www.chewy.com/wildly-natural-chicken-flavor-cat/dp/147549,6,0.068965517
marrow bones for small dogs,70,marrow bones for small dogs,70,70,7.274725121,https://www.chewy.com/bones-chews-made-in-usa-roasted/dp/164600,33,0.285714286
melamine cat bowls,70,"melamine cat bowls, melamine cat food bowls","70.0, 10.0",80,8.307708929,https://www.chewy.com/frisco-pink-cute-cats-melamine-cat/dp/242601,97,0.111111111
mouse grooming,70,"mouse grooming, mouse grooming behavior, mouse over grooming","70.0, 20.0, 10.0",100,5.250247113,https://www.chewy.com/ware-groom-n-kit-small-animals/dp/128628,263,0
nacho cat treats,70,nacho cat treats,70,70,7.937303718,https://www.chewy.com/made-by-nacho-freeze-dried-chicken/dp/396142,33,0.066666667
oats for cattle feed,70,oats for cattle feed,70,70,3.1746504,,8,
omega 3 chicken feed,70,"omega 3 chicken feed, organic omega-3 chicken feed","70.0, 10.0",80,6.491199515,https://www.chewy.com/kalmbach-feeds-all-natural-17-protein/dp/170369,240,0
personalized dog hats,70,personalized dog hats,70,70,5.296953662,,19,
pet carrier cover,70,pet carrier cover,70,70,6.474317375,https://www.chewy.com/molly-mutt-dog-crate-cover-papillon/dp/318119,292,0
pumpkin dog treats grain free,70,"pumpkin dog treats grain free, pumpkin dog treats no flour, no flour pumpkin dog treats, no pumpkin dog treats, pumpkin dog treats no eggs","70.0, 20.0, 10.0, 10.0, 10.0",120,8.972905223,,344,
rabbit food vegetables,70,"rabbit food vegetables, rabbit food carrot, rabbit food plant","70.0, 10.0, 10.0",90,8.776387021,,43,
