Cluster,keyword,Keywords (in the same cluster),Avg Search Volume,Total_Search_Volume,Highest Volume Search Terms,Highest_Search_Volume,relevance_score,Chewy_URL,product_count,CTR
86,hummingbird feeder glass bottle,"hummingbird feeder glass bottle, hummingbird nectar bottle","140.0, 10.0",150.0,hummingbird feeder glass bottle,140.0,3.73355,,5.0,0.0
217,dog coats london,dog coats london,10.0,10.0,dog coats london,10.0,5.2121,,24.0,0.0
1330,more puppy food,more puppy food,10.0,10.0,more puppy food,10.0,5.2058,,23.0,0.0
736,tropical fish food blocks,"fish food block, tropical fish food blocks, betta fish food block","110.0, 10.0, 10.0",130.0,fish food block,110.0,3.6419999999999995,https://www.chewy.com/zoo-med-pleco-banquet-block-fish-food/dp/190082,19.0,0.02
1038,aquarium gravel cleaning,"aquarium gravel cleaning, cleaning aquarium gravel","1000.0, 1000.0",2000.0,aquarium gravel cleaning,1000.0,5.17135,https://www.chewy.com/aqueon-siphon-vacuum-aquarium-gravel/dp/128928,16.0,0.0
1336,english saddle dressage,english saddle dressage,10.0,10.0,english saddle dressage,10.0,5.1911,,17.0,0.0
534,dog water bowl solutions,"dog water bowl plants, dog water bowl solutions","20.0, 10.0",30.0,dog water bowl plants,20.0,3.99965,https://www.chewy.com/tropiclean-fresh-breath-dental-health/dp/48435,12.0,0.0
180,black dog jewelry,"black dog jewelry, blue dog jewelry","210.0, 10.0",220.0,black dog jewelry,210.0,3.65175,,8.0,0.0
835,blackstrap molasses dog treats,blackstrap molasses dog treats,10.0,10.0,blackstrap molasses dog treats,10.0,5.184,,16.0,0.0
670,cockatiel food 25 lbs,cockatiel food 25 lbs,70.0,70.0,cockatiel food 25 lbs,70.0,5.1822,https://www.chewy.com/colorful-companions-cockatiel-blend/dp/249874,17.0,0.0
705,cat bowl open with collar,cat bowl open with collar,10.0,10.0,cat bowl open with collar,10.0,5.1686,,36.0,0.0
1192,mouse grooming behavior,"mouse grooming, mouse grooming behavior, mouse over grooming","70.0, 20.0, 10.0",100.0,mouse grooming,70.0,3.7062666666666666,https://www.chewy.com/ware-groom-n-kit-small-animals/dp/128628,203.0,0.0
1259,pet mouse tunnels,"mouse tunnels, pet mouse tunnels","110.0, 10.0",120.0,mouse tunnels,110.0,4.3663,,28.0,0.0
39,cat fishing supplies,cat fishing supplies,480.0,480.0,cat fishing supplies,480.0,5.1595,,224.0,0.0
1338,dog limited hats,dog limited hats,10.0,10.0,dog limited hats,10.0,5.1523,,17.0,0.0
286,3/4 riding boots,3/4 riding boots,10.0,10.0,3/4 riding boots,10.0,5.134,,21.0,0.0
339,cleaning acrylic aquariums,"acrylic for aquariums, cleaning acrylic aquariums","4400.0, 110.0",4510.0,acrylic for aquariums,4400.0,4.08865,https://www.chewy.com/glasscages-acrylic-fish-aquarium/dp/333221,29.0,0.0
519,5 star dog treats,5 star dog treats,10.0,10.0,5 star dog treats,10.0,5.1291,,16.0,0.0
600,707 horse supplements,707 horse supplements,50.0,50.0,707 horse supplements,50.0,5.1245,https://www.chewy.com/formula-707-daily-essentials-vitamins/dp/223380,19.0,0.0
884,adventure cat supplies,adventure cat supplies,10.0,10.0,adventure cat supplies,10.0,5.1231,,136.0,0.0
758,fringe dog mugs,fringe dog mugs,10.0,10.0,fringe dog mugs,10.0,5.1182,,17.0,0.0
214,no bake rabbit treats,no bake rabbit treats,20.0,20.0,no bake rabbit treats,20.0,5.1173,,16.0,0.0
507,saltwater aquarium bottom feeders,saltwater aquarium bottom feeders,20.0,20.0,saltwater aquarium bottom feeders,20.0,5.1151,,52.0,0.0
878,aquarium gravel pump,"aquarium gravel pump, aquarium pump valve","20.0, 10.0",30.0,aquarium gravel pump,20.0,3.71775,,23.0,0.0
694,rabbit calming treats,rabbit calming treats,30.0,30.0,rabbit calming treats,30.0,5.104,,17.0,0.0
293,pond fish bottom feeders,pond fish bottom feeders,50.0,50.0,pond fish bottom feeders,50.0,5.1008,,42.0,0.0
793,lizard rocks,"rock lizard, lizard rocks","880.0, 390.0",1270.0,rock lizard,880.0,5.00085,,24.0,0.0
1037,rose gold dog collar and lead,rose gold dog collar and lead,10.0,10.0,rose gold dog collar and lead,10.0,5.0872,,23.0,0.0
660,mealworms container,mealworms container,140.0,140.0,mealworms container,140.0,5.0835,,19.0,0.0
165,venison cat food canned,venison cat food canned,50.0,50.0,venison cat food canned,50.0,5.0625,,15.0,0.0
751,large horse clippers,large horse clippers,10.0,10.0,large horse clippers,10.0,5.0555,,23.0,0.0
296,early bird toys,early bird toys,10.0,10.0,early bird toys,10.0,5.0538,,18.0,0.0
827,papaya rabbit treats,papaya rabbit treats,40.0,40.0,papaya rabbit treats,40.0,5.0309,https://www.chewy.com/sweet-meadow-dried-papaya-small-pet/dp/254354,15.0,0.333333333
761,cat toys 1/6,"cat toys 1/6, 1/6 cat toys","10.0, 10.0",20.0,cat toys 1/6,10.0,4.94525,,19.0,0.0
1243,cat food bag sizes,cat food bag sizes,90.0,90.0,cat food bag sizes,90.0,5.0259,https://www.chewy.com/purina-one-ideal-weight-adult-dry-cat/dp/119348,22.0,0.133333333
410,healthy treats for ferrets,healthy treats for ferrets,70.0,70.0,healthy treats for ferrets,70.0,5.024,https://www.chewy.com/n-bone-chicken-flavor-chew-stick/dp/132065,21.0,0.0
237,winter riding boots,winter riding boots,1300.0,1300.0,winter riding boots,1300.0,5.0168,,17.0,0.0
1245,roasted soybeans for chicken feed,roasted soybeans for chicken feed,10.0,10.0,roasted soybeans for chicken feed,10.0,5.0122,,21.0,0.0
240,pet rat litter box,"pet rat litter box, mouse litter box","20.0, 20.0",40.0,pet rat litter box,20.0,4.3922,https://www.chewy.com/sungrow-bedding-sand-bath-container/dp/604526,16.0,0.333333333
919,long lasting dog chew toys,"long lasting dog toys, long lasting dog chew toys","170.0, 110.0",280.0,long lasting dog toys,170.0,4.704750000000001,https://www.chewy.com/b/chew-toys-316,22.0,0.083333333
10,dog feeder and camera,"dog feeder camera, dog camera feeder, dog feeder and camera, dog camera and feeder","170.0, 170.0, 10.0, 10.0",360.0,dog feeder camera,170.0,4.795475,https://www.chewy.com/instachew-purechew-automatic-hd/dp/387625,21.0,0.0
838,black dog tech,black dog tech,140.0,140.0,black dog tech,140.0,4.9841,,2193.0,0.0
460,glass aquarium with filter,glass aquarium with filter,10.0,10.0,glass aquarium with filter,10.0,4.9785,,35.0,0.0
1183,western saddle blankets,western saddle blankets,880.0,880.0,western saddle blankets,880.0,4.9744,,16.0,0.0
533,grilled chicken dog treats,grilled chicken dog treats,30.0,30.0,grilled chicken dog treats,30.0,4.9708,https://www.chewy.com/blue-dog-bakery-perfect-trainers/dp/45630,14.0,0.0
1321,natural goldfish food,"natural goldfish food, goldfish food natural, premium goldfish food","40.0, 10.0, 10.0",60.0,natural goldfish food,40.0,4.0975,https://www.chewy.com/aqueon-color-enhancing-goldfish/dp/124480,16.0,0.0
310,healthy treats for rats,"healthy treats for rats, healthy rat treats","70.0, 70.0",140.0,healthy treats for rats,70.0,4.8523,https://www.chewy.com/b/treats-10970,18.0,0.0
265,horse with muzzle,horse with muzzle,10.0,10.0,horse with muzzle,10.0,4.8959,https://www.chewy.com/shires-equestrian-products-deluxe/dp/265687,18.0,0.0
227,cat 1 games,"cat 1 games, cat 5 games","10.0, 10.0",20.0,cat 1 games,10.0,3.4918000000000005,,39.0,0.0
482,copper supplements for cattle,copper supplements for cattle,40.0,40.0,copper supplements for cattle,40.0,4.8918,,24.0,0.0
840,t5 lights for saltwater aquarium,"aquarium lights t5, t5 lights for saltwater aquarium","320.0, 20.0",340.0,aquarium lights t5,320.0,4.76915,,21.0,0.0
1171,high tech dog accessories,high tech dog accessories,10.0,10.0,high tech dog accessories,10.0,4.8785,,89.0,0.0
354,saltwater aquarium thermometer,saltwater aquarium thermometer,30.0,30.0,saltwater aquarium thermometer,30.0,4.8555,,18.0,0.0
228,chicken processing supplies,chicken processing supplies,70.0,70.0,chicken processing supplies,70.0,4.85,,24.0,0.0
559,tracking dog supplies,tracking dog supplies,70.0,70.0,tracking dog supplies,70.0,4.8288,,28.0,0.0
755,fish food gel,fish food gel,90.0,90.0,fish food gel,90.0,4.7983,https://www.chewy.com/repashy-superfoods-soilent-green-gel/dp/166290,18.0,0.0
850,cat bag grooming,cat bag grooming,1300.0,1300.0,cat bag grooming,1300.0,4.7948,https://www.chewy.com/top-performance-cat-grooming-bag/dp/151902,17.0,0.0
1315,dog leash elevator,dog leash elevator,140.0,140.0,dog leash elevator,140.0,4.7843,,45.0,0.0
526,sugar for dogs first aid,sugar for dogs first aid,10.0,10.0,sugar for dogs first aid,10.0,4.7443,,22.0,0.0
1182,hamster treat sticks,"hamster treat sticks, hamster treat box","20.0, 10.0",30.0,hamster treat sticks,20.0,3.86445,https://www.chewy.com/kaytee-treat-stick-superfoods-spinach/dp/225861,13.0,0.0
674,fly fish food,fly fish food,12100.0,12100.0,fly fish food,12100.0,4.7409,,19.0,0.0
842,rabbit pellets with seeds,rabbit pellets with seeds,10.0,10.0,rabbit pellets with seeds,10.0,4.7213,,18.0,0.0
1134,oats for mealworms,oats for mealworms,20.0,20.0,oats for mealworms,20.0,4.7064,,17.0,0.0
313,king dog supplies,king dog supplies,10.0,10.0,king dog supplies,10.0,4.7013,,26.0,0.0
635,freeze dried mealworms,freeze dried mealworms,390.0,390.0,freeze dried mealworms,390.0,4.6994,https://www.chewy.com/flukers-freeze-dried-mealworm-treats/dp/126127,19.0,0.033333333
1044,mens horse riding gear,mens horse riding gear,30.0,30.0,mens horse riding gear,30.0,4.6968,,26.0,0.0
132,organic chinchilla food,organic chinchilla food,10.0,10.0,organic chinchilla food,10.0,4.6967,,22.0,0.0
1254,light uvb,light uvb,10.0,10.0,light uvb,10.0,4.6932,,28.0,0.0
1058,horse blanket 1200d,horse blanket 1200d,20.0,20.0,horse blanket 1200d,20.0,4.6907,,16.0,0.0
612,dog grooming tools for shedding,dog grooming tools for shedding,30.0,30.0,dog grooming tools for shedding,30.0,4.6888,https://www.chewy.com/safari-dual-sided-shedding-blade-dog/dp/155269,13.0,0.0
992,womens horse boots,"womens horse boots, horse boots womens","70.0, 50.0",120.0,womens horse boots,70.0,4.6282499999999995,https://www.chewy.com/horze-equestrian-womens-rover-tall/dp/330962,14.0,0.0
876,dry dog food dogs love,dry dog food dogs love,40.0,40.0,dry dog food dogs love,40.0,4.6458,,13.0,0.0
556,game chicken feed,game chicken feed,110.0,110.0,game chicken feed,110.0,4.6415,https://www.chewy.com/kalmbach-feeds-all-natural-non-gmo-17/dp/244671,18.0,0.068965517
43,cattle b12 supplements,cattle b12 supplements,10.0,10.0,cattle b12 supplements,10.0,4.6119,,23.0,0.0
905,chicken feed oyster shell,chicken feed oyster shell,320.0,320.0,chicken feed oyster shell,320.0,4.6096,,19.0,0.0
209,rat balls exercise,rat balls exercise,90.0,90.0,rat balls exercise,90.0,4.6056,,21.0,0.0
96,lake fish food,lake fish food,90.0,90.0,lake fish food,90.0,4.6015,,18.0,0.0
358,gerbil litter box,gerbil litter box,20.0,20.0,gerbil litter box,20.0,4.5977,https://www.chewy.com/kaytee-small-animal-potty-litter/dp/131024,16.0,0.083333333
1102,aquarium pumps submersible,"pond pumps submersible, aquarium pumps submersible","1300.0, 590.0",1890.0,pond pumps submersible,1300.0,4.1769,,10.0,0.0
1304,cat thermos,cat thermos,90.0,90.0,cat thermos,90.0,4.592,,23.0,0.0
883,dog ice cream cake,dog ice cream cake,210.0,210.0,dog ice cream cake,210.0,4.5905,https://www.chewy.com/petcakes-carob-flavor-microwavable/dp/173330,13.0,0.0
517,parakeet treat sticks,parakeet treat sticks,50.0,50.0,parakeet treat sticks,50.0,4.5884,https://www.chewy.com/wild-harvest-crispy-minis-honey/dp/362659,14.0,0.1
634,chicken feed bucket,chicken feed bucket,720.0,720.0,chicken feed bucket,720.0,4.5774,,22.0,0.0
664,filter media replacement,filter media replacement,20.0,20.0,filter media replacement,20.0,4.5765,,23.0,0.0
515,dog collars military,"dog tags military, military dog tags, dog collars military, dog tags navy, navy dog tags","18100.0, 18100.0, 1600.0, 880.0, 880.0",39560.0,dog tags military,18100.0,4.495019999999999,https://www.chewy.com/onetigris-nylon-military-dog-collar/dp/171045,17.0,0.0
945,water snake accessories,water snake accessories,10.0,10.0,water snake accessories,10.0,4.5728,,22.0,0.0
403,dry molasses for cattle feed,"cattle feed molasses, molasses for cattle feed, dry molasses for cattle feed, molasses for sheep feed","170.0, 170.0, 50.0, 10.0",400.0,cattle feed molasses,170.0,3.9925249999999997,,17.0,0.0
599,horse feed mill,horse feed mill,20.0,20.0,horse feed mill,20.0,4.5428,https://www.chewy.com/hygain-zero-horse-feed-44-lb-bag/dp/333942,18.0,0.0
1103,natural yums cat treats,natural yums cat treats,40.0,40.0,natural yums cat treats,40.0,4.5384,https://www.chewy.com/friskies-party-mix-natural-yums-real/dp/234878,12.0,0.12
77,medicine for cat lice,medicine for cat lice,10.0,10.0,medicine for cat lice,10.0,4.5343,,14.0,0.0
99,no bake cat treats,no bake cat treats,30.0,30.0,no bake cat treats,30.0,4.5311,,13.0,0.0
834,aquariums plus,aquariums plus,170.0,170.0,aquariums plus,170.0,4.5207,,28.0,0.0
879,outdoor rabbit toys,"free rabbit toys, outdoor rabbit toys, free rat toys","40.0, 30.0, 10.0",80.0,free rabbit toys,40.0,3.1296,https://www.chewy.com/ethical-pet-skinneeez-forest-series/dp/56245,16.0,0.0
1006,mouse harness,mouse harness,110.0,110.0,mouse harness,110.0,4.5168,https://www.chewy.com/disney-minnie-mouse-floral-dog/dp/252881,81.0,0.055555556
940,raw dog food box,raw dog food box,10.0,10.0,raw dog food box,10.0,4.5066,https://www.chewy.com/addiction-outback-kangaroo-feast-raw/dp/45076,14.0,0.0
860,parrot food time,parrot food time,10.0,10.0,parrot food time,10.0,4.5025,,15.0,0.0
837,dog vest anxiety,dog vest anxiety,4400.0,4400.0,dog vest anxiety,4400.0,4.499,https://www.chewy.com/b/anxiety-vests-apparel-2704,13.0,0.25
826,earthborn kitten food,earthborn kitten food,40.0,40.0,earthborn kitten food,40.0,4.4938,https://www.chewy.com/earthborn-holistic-primitive-feline/dp/36418,12.0,0.225806452
135,no bake hamster treats,no bake hamster treats,10.0,10.0,no bake hamster treats,10.0,4.4917,,12.0,0.0
728,horse toys for stall,horse toys for stall,720.0,720.0,horse toys for stall,720.0,4.4746,,15.0,0.0
875,memorial dog jewelry,"memorial dog jewelry, dog jewelry memorial","590.0, 590.0",1180.0,memorial dog jewelry,590.0,4.3553999999999995,,14.0,0.0
629,ireland horse blankets,"ireland horse blankets, horse blankets ireland","20.0, 10.0",30.0,ireland horse blankets,20.0,4.38865,,15.0,0.0
259,horse cribbing products,"horse cribbing, horse cribbing products","2900.0, 10.0",2910.0,horse cribbing,2900.0,4.38145,https://www.chewy.com/weaver-leather-horse-miracle-collar/dp/162155,17.0,0.0
518,reversible dog bandanas,reversible dog bandanas,110.0,110.0,reversible dog bandanas,110.0,4.4472,https://www.chewy.com/pets-first-ncaa-reversible-dog/dp/209098,16.0,0.0
376,dog pee pad deodorizer,dog pee pad deodorizer,40.0,40.0,dog pee pad deodorizer,40.0,4.437,https://www.chewy.com/app/product-question/1336389,15.0,1.0
470,intune bird food,intune bird food,30.0,30.0,intune bird food,30.0,4.4264,https://www.chewy.com/higgins-intune-hand-feeding-hi-energy/dp/267884,13.0,0.25
682,horse feed supplements weight gain,"weight gain horse feed, horse feed weight gain, horse supplements weight gain, horse feed supplements weight gain","260.0, 260.0, 10.0, 10.0",540.0,weight gain horse feed,260.0,2.8460750000000004,https://www.chewy.com/hygain-zero-horse-feed-44-lb-bag/dp/333942,5.0,0.0
290,ferret cage bedding,ferret cage bedding,70.0,70.0,ferret cage bedding,70.0,4.4153,,18.0,0.0
539,technology cat,technology cat,20.0,20.0,technology cat,20.0,4.4122,,370.0,0.0
785,fish tank filter carbon,fish tank filter carbon,480.0,480.0,fish tank filter carbon,480.0,4.4003,,13.0,0.0
250,dog backpack leash,dog backpack leash,50.0,50.0,dog backpack leash,50.0,4.3906,https://www.chewy.com/industrial-puppy-service-dog-dog/dp/220366,21.0,0.0
1189,ceramic filter media,ceramic filter media,140.0,140.0,ceramic filter media,140.0,4.3879,https://www.chewy.com/marineland-c-series-canister-ceramic/dp/125896,21.0,0.0
462,replacement pond filters,"replacement pond filters, pond filter replacement, pond filter cleaning, cleaning pond filters","110.0, 110.0, 90.0, 90.0",400.0,replacement pond filters,110.0,3.3828500000000004,https://www.chewy.com/tetra-pond-clear-choice-bio-filter/dp/155187,9.0,0.0
784,pond pump kit,pond pump kit,110.0,110.0,pond pump kit,110.0,4.3806,https://www.chewy.com/tetra-pond-air-pump-kit/dp/155177,15.0,0.0
1107,chicken keeping supplies,chicken keeping supplies,30.0,30.0,chicken keeping supplies,30.0,4.3719,https://www.chewy.com/b/chicken-12992,78.0,0.090909091
1047,horse fly spray with citronella,horse fly spray with citronella,10.0,10.0,horse fly spray with citronella,10.0,4.367,,13.0,0.0
716,first aid for dog leg injury,first aid for dog leg injury,20.0,20.0,first aid for dog leg injury,20.0,4.3665,,16.0,0.0
733,outdoor dog poop odor eliminator,outdoor dog poop odor eliminator,30.0,30.0,outdoor dog poop odor eliminator,30.0,4.3564,https://www.chewy.com/simple-green-outdoor-dog-cat-odor/dp/160843,11.0,0.2
1201,mountain dog leashes,mountain dog leashes,390.0,390.0,mountain dog leashes,390.0,4.3487,https://www.chewy.com/carhartt-tradesman-dog-leash/dp/201091,18.0,0.0
128,dog bowls gold,dog bowls gold,10.0,10.0,dog bowls gold,10.0,4.3413,,18.0,0.0
112,fashion dog leads,fashion dog leads,10.0,10.0,fashion dog leads,10.0,4.3407,,17.0,0.0
569,cat tunnel grey,cat tunnel grey,10.0,10.0,cat tunnel grey,10.0,4.3369,,19.0,0.0
377,pattern for dog pajamas,pattern for dog pajamas,480.0,480.0,pattern for dog pajamas,480.0,4.3354,,12.0,0.0
1024,knitting patterns for cat sweaters,"knitting patterns for cat sweaters, cat sweater pattern knitting, dog coats knitting patterns, cat clothes knitting patterns, cat coat knitting pattern","390.0, 390.0, 140.0, 10.0, 10.0",940.0,knitting patterns for cat sweaters,390.0,3.43328,,9.0,0.0
278,aquarium ornaments wood,aquarium ornaments wood,10.0,10.0,aquarium ornaments wood,10.0,4.3274,,17.0,0.0
656,personalized dog slip leads,personalized dog slip leads,10.0,10.0,personalized dog slip leads,10.0,4.3235,,22.0,0.0
479,dog brushes for long hair,dog brushes for long hair,1300.0,1300.0,dog brushes for long hair,1300.0,4.3225,https://www.chewy.com/hartz-groomers-best-slicker-dog-brush/dp/159716,11.0,0.222222222
783,lick it horse treats,lick it horse treats,30.0,30.0,lick it horse treats,30.0,4.3209,https://www.chewy.com/likit-refill-carrot-horse-treat-143/dp/348944,16.0,0.0
808,lactose free dog ice cream,lactose free dog ice cream,10.0,10.0,lactose free dog ice cream,10.0,4.3024,,13.0,0.0
1260,wild bird perches,wild bird perches,50.0,50.0,wild bird perches,50.0,4.298,,14.0,0.0
909,cat wine gifts,cat wine gifts,20.0,20.0,cat wine gifts,20.0,4.2949,,14.0,0.0
87,degu water bottles,degu water bottles,10.0,10.0,degu water bottles,10.0,4.2913,,26.0,0.0
890,white rat food,white rat food,10.0,10.0,white rat food,10.0,4.2908,,14.0,0.0
1160,interactive cat butterfly toy,"interactive cat butterfly toy, interactive cat toy fish","40.0, 20.0",60.0,interactive cat butterfly toy,40.0,4.2332,https://www.chewy.com/pet-zone-fly-by-replacement-butterfly/dp/149995,13.0,0.0
390,english horse supplies,english horse supplies,20.0,20.0,english horse supplies,20.0,4.2562,,25.0,0.0
653,riding gloves horse,riding gloves horse,1300.0,1300.0,riding gloves horse,1300.0,4.25,https://www.chewy.com/horze-crochet-horse-riding-gloves/dp/305038,14.0,0.0
396,pink stroller for dogs,"dog stroller pink, cat stroller pink, pink stroller for dogs","590.0, 30.0, 10.0",630.0,dog stroller pink,590.0,3.965266666666667,https://www.chewy.com/pet-gear-happy-trails-no-zip-pet/dp/53552,12.0,0.0
427,dog coats german shepherds,dog coats german shepherds,70.0,70.0,dog coats german shepherds,70.0,4.2383,,16.0,0.0
318,litter box for chinchilla,"chinchilla litter box, litter box for chinchilla","260.0, 20.0",280.0,chinchilla litter box,260.0,4.181150000000001,https://www.chewy.com/frisco-high-sided-small-pet-litter/dp/291361,14.0,0.097560976
118,free range chicken feed,free range chicken feed,90.0,90.0,free range chicken feed,90.0,4.2168,,14.0,0.0
927,martingale collar and lead,martingale collar and lead,10.0,10.0,martingale collar and lead,10.0,4.1918,,41.0,0.0
813,smartsticks rawhide free dog chew,smartsticks rawhide free dog chew,10.0,10.0,smartsticks rawhide free dog chew,10.0,4.1909,,10.0,0.0
604,horse riding gloves for winter,"riding gloves, riding gloves for winter, winter riding gloves, horse riding gloves for winter, horse riding gloves winter, riding to gloves, riding gloves horse winter","2900.0, 480.0, 480.0, 210.0, 210.0, 10.0, 10.0",4300.0,riding gloves,2900.0,2.9774285714285713,https://www.chewy.com/horze-crochet-horse-riding-gloves/dp/305038,14.0,0.0
541,dog leashes for running,"dog leashes for running, dog leash running, dog leash jogging","2900.0, 2900.0, 170.0",5970.0,dog leashes for running,2900.0,4.020166666666667,,11.0,0.0
1062,horse coolers and sheets,"horse cooler sheet, horse coolers and sheets","210.0, 10.0",220.0,horse cooler sheet,210.0,3.9388500000000004,,13.0,0.0
555,aquarium gravel white,"aquarium gravel white, aquarium gravel blue, aquarium gravel green","480.0, 210.0, 10.0",700.0,aquarium gravel white,480.0,3.1746,https://www.chewy.com/pure-water-pebbles-coated-aquarium/dp/162583,14.0,0.166666667
831,dog bowl game,dog bowl game,20.0,20.0,dog bowl game,20.0,4.1495,https://www.chewy.com/outward-hound-fun-feeder-interactive/dp/56309,25.0,0.0
1094,fish tank filter cleaning,fish tank filter cleaning,260.0,260.0,fish tank filter cleaning,260.0,4.148,,14.0,0.0
815,cat bed donut,cat bed donut,880.0,880.0,cat bed donut,880.0,4.1439,https://www.chewy.com/petami-donut-cat-dog-bed/dp/352855,11.0,0.0
1238,fish tank filter replacement,fish tank filter replacement,480.0,480.0,fish tank filter replacement,480.0,4.1271,https://www.chewy.com/tetra-whisper-bio-bag-aquarium-filter/dp/382104,20.0,0.0
280,tubing for pond pumps,"tubing for pond pumps, aquarium pump tubing","90.0, 70.0",160.0,tubing for pond pumps,90.0,3.10335,https://www.chewy.com/tetra-pond-tubing/dp/155185,5.0,0.0
514,bird seed for finch feeders,"bird seed for tube feeders, bird seed for finch feeders, finch feeder seed","20.0, 10.0, 10.0",40.0,bird seed for tube feeders,20.0,3.728566666666667,,8.0,0.0
1129,easter dog collars and leashes,"easter dog collars, dog easter collar, easter dog collars and leashes","480.0, 480.0, 10.0",970.0,easter dog collars,480.0,3.7311,,14.0,0.0
565,dog clippers with 7f blade,"dog clippers with 7f blade, 5f blade for dog clippers","10.0, 10.0",20.0,dog clippers with 7f blade,10.0,4.0954999999999995,,11.0,0.0
337,mint and catnip,"mint catnip, catnip mint, mint and catnip","210.0, 210.0, 10.0",430.0,mint catnip,210.0,4.036,,18.0,0.0
557,litter box liners for corner litter box,"round litter box liners, litter box liners for corner litter box","40.0, 20.0",60.0,round litter box liners,40.0,3.1908000000000003,https://www.chewy.com/natures-miracle-corner-disposable-cat/dp/209654,5.0,0.0
814,fresh kisses dog treats,fresh kisses dog treats,590.0,590.0,fresh kisses dog treats,590.0,4.0851,https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/155113,11.0,0.040740741
223,koi filter media,"koi filter media, media filter koi","40.0, 10.0",50.0,koi filter media,40.0,3.7367,,26.0,0.0
82,kitten beds and toys,kitten beds and toys,10.0,10.0,kitten beds and toys,10.0,4.0818,,13.0,0.0
442,cute dog supplies,cute dog supplies,140.0,140.0,cute dog supplies,140.0,4.0624,,16.0,0.0
383,us aquariums,us aquariums,1300.0,1300.0,us aquariums,1300.0,4.0516,,22.0,0.0
655,rat treat dispenser,rat treat dispenser,10.0,10.0,rat treat dispenser,10.0,4.0495,,16.0,0.0
74,black sand for saltwater aquarium,black sand for saltwater aquarium,90.0,90.0,black sand for saltwater aquarium,90.0,4.0489,,14.0,0.0
596,immune support for dogs with cancer,immune support for dogs with cancer,10.0,10.0,immune support for dogs with cancer,10.0,4.0083,,19.0,0.0
1061,zoomies cat toys,zoomies cat toys,20.0,20.0,zoomies cat toys,20.0,4.0083,https://www.chewy.com/frisco-zoomies-chill-popcorn-teaser/dp/268201,11.0,0.047619048
1266,bell plastic bird toys,"bird toys with bells, bell plastic bird toys","20.0, 10.0",30.0,bird toys with bells,20.0,3.8421000000000003,https://www.chewy.com/bonka-bird-toys-bellpull-bird-toy/dp/175761,11.0,0.0
572,show chicken supplies,show chicken supplies,30.0,30.0,show chicken supplies,30.0,4.0047,https://www.chewy.com/mile-four-18-organic-mash-grower/dp/384833,24.0,0.0
224,fiberglass cat cages,fiberglass cat cages,10.0,10.0,fiberglass cat cages,10.0,3.9975,,37.0,0.0
896,cat licking vitamin e oil,cat licking vitamin e oil,20.0,20.0,cat licking vitamin e oil,20.0,3.9933,,13.0,0.0
373,winter paddock riding boots,"winter paddock boots, english paddock boots, paddock boots horse, black paddock boots, zip paddock boots, winter paddock riding boots","170.0, 140.0, 70.0, 50.0, 40.0, 20.0",490.0,winter paddock boots,170.0,3.2613333333333334,https://www.chewy.com/horze-equestrian-wexford-paddock/dp/281512,9.0,0.0
721,hummingbird nectar preservative,hummingbird nectar preservative,20.0,20.0,hummingbird nectar preservative,20.0,3.9701,,10.0,0.0
1135,flying lizard food,flying lizard food,10.0,10.0,flying lizard food,10.0,3.9699,,12.0,0.0
47,the dog stickers,"sticker dogs, the dog stickers","3600.0, 210.0",3810.0,sticker dogs,3600.0,3.9290000000000003,,12.0,0.0
1155,apple electrolytes for horses,apple electrolytes for horses,40.0,40.0,apple electrolytes for horses,40.0,3.9579,https://www.chewy.com/farnam-apple-elite-electrolyte-paste/dp/142722,10.0,0.285714286
1033,lid rabbit dog food,lid rabbit dog food,10.0,10.0,lid rabbit dog food,10.0,3.9564,,10.0,0.0
1211,wavemaker aquarium pumps,wavemaker aquarium pumps,20.0,20.0,wavemaker aquarium pumps,20.0,3.9558,,11.0,0.0
36,rabbit treat dispenser,rabbit treat dispenser,20.0,20.0,rabbit treat dispenser,20.0,3.9521,https://www.chewy.com/sungrow-rabbit-bunny-guinea-pig-hay/dp/315633,14.0,0.0
1,ker horse supplements,ker horse supplements,20.0,20.0,ker horse supplements,20.0,3.9508,,13.0,0.0
322,suet cake feeders,"suet feeders, suet cake feeders, round suet feeder, small suet feeder","6600.0, 110.0, 50.0, 10.0",6770.0,suet feeders,6600.0,3.081475,,14.0,0.0
1198,chicken jerky dog treats dehydrator,"chicken jerky dog treats dehydrator, dog chicken jerky dehydrator","10.0, 10.0",20.0,chicken jerky dog treats dehydrator,10.0,3.84585,,10.0,0.0
500,dog loves bones,dog loves bones,20.0,20.0,dog loves bones,20.0,3.9398,,18.0,0.0
812,bird baths for parakeets,bird baths for parakeets,480.0,480.0,bird baths for parakeets,480.0,3.9368,https://www.chewy.com/penn-plax-bird-bath-universal-hanging/dp/131225,12.0,0.25
1076,shrimp king food,"shrimp king food, king shrimp food","70.0, 10.0",80.0,shrimp king food,70.0,3.9345499999999998,https://www.chewy.com/dennerle-shrimp-king-algae-pops/dp/256664,11.0,0.0
747,majesty horse supplements,majesty horse supplements,30.0,30.0,majesty horse supplements,30.0,3.9334,,12.0,0.0
401,nerf cat toys,nerf cat toys,590.0,590.0,nerf cat toys,590.0,3.9316,https://www.chewy.com/nerf-dog-tennis-ball-blaster-dog-toy/dp/134162,15.0,0.012195122
